rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef_loss,rollout/ep_rew_mean,time/episodes,train/learning_rate,time/fps,train/n_updates,train/ent_coef
228.25,128437,521321,-17.13966941833496,10.25285530090332,0.5361720323562622,12.423896939999999,2360,0.0003,4,521220,0.04994051158428192
225.1,128942,523299,-16.032913208007812,3.2526416778564453,0.541467010974884,15.443006360000002,2370,0.0003,4,523198,0.05220113322138786
227.38,129490,525669,-15.601816177368164,2.378264904022217,0.809868574142456,18.26408488,2380,0.0003,4,525568,0.0538613386452198
249.63,130242,529785,-14.946444511413574,5.826777458190918,-0.18045149743556976,22.777429810000005,2390,0.0003,4,529684,0.050890401005744934
251.92,130887,533055,-16.446949005126953,63.12846374511719,0.07397230714559555,23.601223710000003,2400,0.0003,4,532954,0.0515667200088501
254.25,131363,535061,-15.93954086303711,3.964362144470215,0.1871817409992218,24.49183096,2410,0.0003,4,534960,0.05574626103043556
265.09,131991,538151,-16.405315399169922,1.1708544492721558,-0.010292857885360718,25.971058220000003,2420,0.0003,4,538050,0.05376901105046272
262.54,132607,540941,-16.58251953125,1.4497597217559814,-0.16705703735351562,25.786825799999995,2430,0.0003,4,540840,0.05490540713071823
272.94,133249,544104,-18.928672790527344,77.33229064941406,-0.04539041221141815,27.484019340000003,2440,0.0003,4,544003,0.060797322541475296
270.01,133773,546263,-20.370317459106445,2.440396308898926,-0.1706201136112213,27.10729511,2450,0.0003,4,546162,0.06483705341815948
277.14,134366,549035,-19.985424041748047,11.958932876586914,-0.4449424743652344,25.005657240000005,2460,0.0003,4,548934,0.06002415344119072
289.23,135002,552222,-20.277576446533203,5.944089889526367,0.0657249391078949,23.031277109999998,2470,0.0003,4,552121,0.05405745282769203
290.01,135538,554670,-21.02740478515625,1.9944453239440918,-0.44793814420700073,20.874583439999995,2480,0.0003,4,554569,0.061273474246263504
273.61,136093,557146,-20.15726089477539,14.071496963500977,0.13508307933807373,15.564938499999998,2490,0.0003,4,557045,0.06817802786827087
259.75,136581,559030,-20.733861923217773,8.85087776184082,0.15766997635364532,11.265475550000003,2500,0.0003,4,558929,0.07603788375854492
266.15,137148,561676,-21.515214920043945,20.754236221313477,-0.08889329433441162,9.11351619,2510,0.0003,4,561575,0.07055604457855225
255.68,137654,563719,-20.921884536743164,2.346513271331787,0.439700722694397,4.092562509999999,2520,0.0003,4,563618,0.07143515348434448
246.17,138125,565558,-19.075687408447266,1.7130258083343506,-0.06451572477817535,2.1705161000000017,2530,0.0003,4,565457,0.06646205484867096
242.94,138734,568398,-19.56976318359375,3.270634412765503,0.44942575693130493,-0.8462568900000004,2540,0.0003,4,568297,0.06079588830471039
244.97,139257,570760,-18.160268783569336,1.786749005317688,0.5725311040878296,-2.0379992,2550,0.0003,4,570659,0.06102953106164932
241.06,139809,573141,-16.428268432617188,2.8064558506011963,-0.5853420495986938,-3.54077026,2560,0.0003,4,573040,0.06267524510622025
233.39,140358,575561,-16.09588623046875,2.164609670639038,0.3910336494445801,-4.547535219999999,2570,0.0003,4,575460,0.06617196649312973
224.32,140789,577102,-15.53602123260498,9.555291175842285,0.17601165175437927,-7.304513789999999,2580,0.0003,4,577001,0.06032702699303627
223.35,141345,579481,-15.346609115600586,7.489018440246582,0.2567834258079529,-5.707308809999998,2590,0.0003,4,579380,0.06003632768988609
229.66,141935,581996,-15.58752155303955,3.5515153408050537,0.6656762957572937,-7.041577969999999,2600,0.0003,4,581895,0.059839192777872086
224.73,142487,584149,-14.466899871826172,8.451990127563477,-0.7256929278373718,-4.07313556,2610,0.0003,4,584048,0.05814389884471893
221.57,142982,585876,-16.253671646118164,1.9992376565933228,0.567686140537262,-1.6248368999999991,2620,0.0003,4,585775,0.0586504265666008
223.8,143515,587938,-15.76974868774414,11.990906715393066,0.3702750504016876,-4.396398399999999,2630,0.0003,4,587837,0.05450865998864174
216.19,144061,590017,-13.336709022521973,2.700383424758911,-0.0023799538612365723,1.2415559100000004,2640,0.0003,4,589916,0.05599353834986687
215.19,144591,592279,-14.671896934509277,1.8522601127624512,0.652252733707428,1.0813890500000003,2650,0.0003,4,592178,0.05521627888083458
215.36,145132,594677,-15.488582611083984,4.200473785400391,-0.11512148380279541,3.094957470000001,2660,0.0003,4,594576,0.05579255893826485
218.35,145696,597396,-13.912649154663086,4.804717063903809,-0.22281184792518616,6.472994549999999,2670,0.0003,4,597295,0.05504537746310234
216.92,146116,598794,-14.78449821472168,14.552995681762695,-0.11051168292760849,10.561413469999998,2680,0.0003,4,598693,0.054504167288541794
220.41,146715,601522,-15.046969413757324,2.374699831008911,-0.40290069580078125,11.35171266,2690,0.0003,4,601421,0.0527392141520977
222.27,147296,604223,-15.084733009338379,5.070656776428223,0.00740775465965271,10.51296165,2700,0.0003,4,604122,0.05389488860964775
225.88,147852,606737,-14.138982772827148,7.140674591064453,-0.743261456489563,8.53374758,2710,0.0003,4,606636,0.05575162544846535
234.84,148400,609360,-14.754509925842285,4.676701545715332,-0.10566863417625427,11.101385679999998,2720,0.0003,4,609259,0.0572398416697979
233.52,148868,611290,-14.046483993530273,1.751830816268921,-0.10504551231861115,13.1995566,2730,0.0003,4,611189,0.058671992272138596
231.94,149341,613211,-13.3921537399292,37.5893669128418,-0.4633007049560547,11.455282169999997,2740,0.0003,4,613110,0.05738391354680061
239.45,149965,616224,-12.636741638183594,5.98541259765625,0.0234418623149395,11.11900965,2750,0.0003,4,616123,0.05022089183330536
